FID,Key,SiteCode,Site,SiteLat,SiteLong,Country,Ecoregion,Realm,SurveyID,Depth,SurveyDate,Category,CategoryDescription,MajorCategory,NumPoints,TotalPoints,PercentCover,geom
M3_DATA.2,2,SI16,Eastern Bay Sth Solitary,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000974,9,2009-08-22T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (153.27 -30.2)
M3_DATA.9,9,SI16,Eastern Bay Sth Solitary,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000974,9,2009-08-22T14:00:00Z,Mas,Massive corals (Live),Coral,4,100,4,POINT (153.27 -30.2)
M3_DATA.13,13,SI16,Eastern Bay Sth Solitary,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000975,12,2009-08-22T14:00:00Z,Ecr,Encrusting corals,Coral,4,100,4,POINT (153.27 -30.2)
M3_DATA.33,33,USEC4,Sombrero Light W FL,24.63,-81.11,United States,Floridian,Tropical Atlantic,1003278,5,2010-10-11T13:00:00Z,Mas,Massive corals (Live),Coral,5,100,5,POINT (-81.11 24.63)
M3_DATA.37,37,USEC4,Sombrero Light W FL,24.63,-81.11,United States,Floridian,Tropical Atlantic,1003278,5,2010-10-11T13:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-81.11 24.63)
M3_DATA.39,39,USEC11,Coffins Patch W FL,24.69,-80.96,United States,Floridian,Tropical Atlantic,1003284,4.1,2010-10-16T13:00:00Z,Ecr,Encrusting corals,Coral,4,100,4,POINT (-80.96 24.69)
M3_DATA.47,47,USEC13,Looe Reef West FL,24.55,-81.41,United States,Floridian,Tropical Atlantic,1003286,5.1,2010-10-17T13:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-81.41 24.55)
M3_DATA.51,51,USEC13,Looe Reef West FL,24.55,-81.41,United States,Floridian,Tropical Atlantic,1003286,5.1,2010-10-17T13:00:00Z,Soft,Soft corals and gorgonians,Coral,12,100,12,POINT (-81.41 24.55)
M3_DATA.54,54,USEC13,Looe Reef West FL,24.55,-81.41,United States,Floridian,Tropical Atlantic,1003286,5.1,2010-10-17T13:00:00Z,Mas,Massive corals (Live),Coral,8,100,8,POINT (-81.41 24.55)
M3_DATA.74,74,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000988,8,2009-08-22T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (153.27 -30.2)
M3_DATA.75,75,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000988,8,2009-08-22T14:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (153.27 -30.2)
M3_DATA.84,84,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000989,15,2009-08-22T14:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (153.27 -30.2)
M3_DATA.89,89,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000989,15,2009-08-22T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (153.27 -30.2)
M3_DATA.90,90,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000989,15,2009-08-22T14:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (153.27 -30.2)
M3_DATA.91,91,USEC4,Sombrero Light W FL,24.63,-81.11,United States,Floridian,Tropical Atlantic,1003278,5,2010-10-11T13:00:00Z,Soft,Soft corals and gorgonians,Coral,16,100,16,POINT (-81.11 24.63)
M3_DATA.97,97,USEC10,Coffins Patch E FL,24.69,-80.96,United States,Floridian,Tropical Atlantic,1003283,6,2010-10-16T13:00:00Z,Mas,Massive corals (Live),Coral,8,100,8,POINT (-80.96 24.69)
M3_DATA.100,100,USEC10,Coffins Patch E FL,24.69,-80.96,United States,Floridian,Tropical Atlantic,1003283,6,2010-10-16T13:00:00Z,Soft,Soft corals and gorgonians,Coral,20,100,20,POINT (-80.96 24.69)
M3_DATA.103,103,USEC10,Coffins Patch E FL,24.69,-80.96,United States,Floridian,Tropical Atlantic,1003283,6,2010-10-16T13:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-80.96 24.69)
M3_DATA.106,106,USEC12,Looe Reef Deep FL,24.54,-81.42,United States,Floridian,Tropical Atlantic,1003285,19,2010-10-17T13:00:00Z,Ecr,Encrusting corals,Coral,5,100,5,POINT (-81.42 24.54)
M3_DATA.112,112,USEC12,Looe Reef Deep FL,24.54,-81.42,United States,Floridian,Tropical Atlantic,1003285,19,2010-10-17T13:00:00Z,Soft,Soft corals and gorgonians,Coral,9,100,9,POINT (-81.42 24.54)
M3_DATA.115,115,USEC12,Looe Reef Deep FL,24.54,-81.42,United States,Floridian,Tropical Atlantic,1003285,19,2010-10-17T13:00:00Z,Mas,Massive corals (Live),Coral,6,100,6,POINT (-81.42 24.54)
M3_DATA.119,119,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000989,15,2009-08-22T14:00:00Z,Tab,Tabular Coral (Live),Coral,2,100,2,POINT (153.27 -30.2)
M3_DATA.125,125,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000990,16.4,2009-08-22T14:00:00Z,Tab,Tabular Coral (Live),Coral,2,100,2,POINT (153.27 -30.2)
M3_DATA.127,127,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000990,16.4,2009-08-22T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (153.27 -30.2)
M3_DATA.137,137,SI17,Cleaner Station,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2000990,16.4,2009-08-22T14:00:00Z,Mas,Massive corals (Live),Coral,2,100,2,POINT (153.27 -30.2)
M3_DATA.164,164,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001055,8,2009-08-20T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,7,100,7,POINT (153.39 -29.93)
M3_DATA.165,165,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001055,8,2009-08-20T14:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (153.39 -29.93)
M3_DATA.168,168,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001055,8,2009-08-20T14:00:00Z,Tab,Tabular Coral (Live),Coral,6,100,6,POINT (153.39 -29.93)
M3_DATA.176,176,USEC7,Sombrero Light Deep FL,24.62,-81.11,United States,Floridian,Tropical Atlantic,1003292,15.5,2010-12-20T13:00:00Z,Soft,Soft corals and gorgonians,Coral,6,100,6,POINT (-81.11 24.62)
M3_DATA.180,180,USEC7,Sombrero Light Deep FL,24.62,-81.11,United States,Floridian,Tropical Atlantic,1003292,15.5,2010-12-20T13:00:00Z,Hcol,Hydrocoral,Coral,2,100,2,POINT (-81.11 24.62)
M3_DATA.181,181,USEC7,Sombrero Light Deep FL,24.62,-81.11,United States,Floridian,Tropical Atlantic,1003292,15.5,2010-12-20T13:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (-81.11 24.62)
M3_DATA.184,184,USEC7,Sombrero Light Deep FL,24.62,-81.11,United States,Floridian,Tropical Atlantic,1003292,15.5,2010-12-20T13:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (-81.11 24.62)
M3_DATA.216,216,USEC5,Sombrero Light E FL,24.63,-81.11,United States,Floridian,Tropical Atlantic,1003777,7,2010-10-12T13:00:00Z,Soft,Soft corals and gorgonians,Coral,9,100,9,POINT (-81.11 24.63)
M3_DATA.223,223,USEC7,Sombrero Light Deep FL,24.62,-81.11,United States,Floridian,Tropical Atlantic,1003779,15,2010-10-13T13:00:00Z,Soft,Soft corals and gorgonians,Coral,15,100,15,POINT (-81.11 24.62)
M3_DATA.226,226,USEC7,Sombrero Light Deep FL,24.62,-81.11,United States,Floridian,Tropical Atlantic,1003779,15,2010-10-13T13:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-81.11 24.62)
M3_DATA.230,230,USEC7,Sombrero Light Deep FL,24.62,-81.11,United States,Floridian,Tropical Atlantic,1003779,15,2010-10-13T13:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (-81.11 24.62)
M3_DATA.234,234,USEC15,Pillar Patch FL,24.68,-80.97,United States,Floridian,Tropical Atlantic,1003786,4.5,2010-10-18T13:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (-80.97 24.68)
M3_DATA.238,238,USEC15,Pillar Patch FL,24.68,-80.97,United States,Floridian,Tropical Atlantic,1003786,4.5,2010-10-18T13:00:00Z,Soft,Soft corals and gorgonians,Coral,11,100,11,POINT (-80.97 24.68)
M3_DATA.242,242,USEC15,Pillar Patch FL,24.68,-80.97,United States,Floridian,Tropical Atlantic,1003786,4.5,2010-10-18T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (-80.97 24.68)
M3_DATA.243,243,USEC15,Pillar Patch FL,24.68,-80.97,United States,Floridian,Tropical Atlantic,1003786,4.5,2010-10-18T13:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-80.97 24.68)
M3_DATA.249,249,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001056,12,2009-08-20T14:00:00Z,Soft,Soft corals and gorgonians,Coral,4,100,4,POINT (153.39 -29.93)
M3_DATA.252,252,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001056,12,2009-08-20T14:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (153.39 -29.93)
M3_DATA.253,253,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001056,12,2009-08-20T14:00:00Z,Tab,Tabular Coral (Live),Coral,1,100,1,POINT (153.39 -29.93)
M3_DATA.263,263,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001057,14,2009-08-20T14:00:00Z,Tab,Tabular Coral (Live),Coral,2,100,2,POINT (153.39 -29.93)
M3_DATA.265,265,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001057,14,2009-08-20T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (153.39 -29.93)
M3_DATA.266,266,SI1,Elbow Cave Mooring N Solitary Is,-29.93,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001057,14,2009-08-20T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (153.39 -29.93)
M3_DATA.280,280,USEC6,Sombrero Light FL,24.63,-81.11,United States,Floridian,Tropical Atlantic,1003778,5.5,2010-10-13T13:00:00Z,Ecr,Encrusting corals,Coral,5,100,5,POINT (-81.11 24.63)
M3_DATA.288,288,USEC6,Sombrero Light FL,24.63,-81.11,United States,Floridian,Tropical Atlantic,1003778,5.5,2010-10-13T13:00:00Z,Soft,Soft corals and gorgonians,Coral,15,100,15,POINT (-81.11 24.63)
M3_DATA.291,291,USEC6,Sombrero Light FL,24.63,-81.11,United States,Floridian,Tropical Atlantic,1003778,5.5,2010-10-13T13:00:00Z,Mas,Massive corals (Live),Coral,4,100,4,POINT (-81.11 24.63)
M3_DATA.306,306,PS17,Fly Point Nelson Bay,-32.71,152.15,Australia,Manning-Hawkesbury,Temperate Australasia,2001341,8,2009-12-30T13:00:00Z,Soft,Soft corals and gorgonians,Coral,1,100,1,POINT (152.15 -32.71)
M3_DATA.315,315,SI19,SW Solitary,-30.16,153.23,Australia,Tweed-Moreton,Temperate Australasia,2001451,10,2009-01-17T13:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (153.23 -30.16)
M3_DATA.318,318,SI19,SW Solitary,-30.16,153.23,Australia,Tweed-Moreton,Temperate Australasia,2001451,10,2009-01-17T13:00:00Z,Tab,Tabular Coral (Live),Coral,18,100,18,POINT (153.23 -30.16)
M3_DATA.320,320,SI19,SW Solitary,-30.16,153.23,Australia,Tweed-Moreton,Temperate Australasia,2001451,10,2009-01-17T13:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (153.23 -30.16)
M3_DATA.326,326,SI19,SW Solitary,-30.16,153.23,Australia,Tweed-Moreton,Temperate Australasia,2001451,10,2009-01-17T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,100,5,POINT (153.23 -30.16)
M3_DATA.329,329,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001816,8.5,2009-02-01T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (167.92 -29)
M3_DATA.330,330,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001816,8.5,2009-02-01T13:00:00Z,Ecr,Encrusting corals,Coral,5,100,5,POINT (167.92 -29)
M3_DATA.332,332,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001816,8.5,2009-02-01T13:00:00Z,Tab,Tabular Coral (Live),Coral,5,100,5,POINT (167.92 -29)
M3_DATA.338,338,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001816,8.5,2009-02-01T13:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (167.92 -29)
M3_DATA.341,341,SI2,Anemone Bay N Solitary Is,-29.92,153.39,Australia,Tweed-Moreton,Temperate Australasia,2001138,10,2009-08-20T14:00:00Z,Tab,Tabular Coral (Live),Coral,3,100,3,POINT (153.39 -29.92)
M3_DATA.352,352,PS4,Governers Wharf (Fingal Island),-32.74,152.19,Australia,Manning-Hawkesbury,Temperate Australasia,2001218,8.5,2009-05-08T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,3,100,3,POINT (152.19 -32.74)
M3_DATA.361,361,SI4,North Boulder Wall S Solitary Is,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2001227,12,2009-08-21T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (153.27 -30.2)
M3_DATA.363,363,SI4,North Boulder Wall S Solitary Is,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2001227,12,2009-08-21T14:00:00Z,Tab,Tabular Coral (Live),Coral,4,100,4,POINT (153.27 -30.2)
M3_DATA.371,371,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001807,1.9,2009-02-04T13:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (167.96 -29.06)
M3_DATA.378,378,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001807,1.9,2009-02-04T13:00:00Z,Bleach,Bleached coral,Coral,5,100,5,POINT (167.96 -29.06)
M3_DATA.379,379,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001807,1.9,2009-02-04T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,18,100,18,POINT (167.96 -29.06)
M3_DATA.382,382,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001807,1.9,2009-02-04T13:00:00Z,Pocil,Pocillopora,Coral,2,100,2,POINT (167.96 -29.06)
M3_DATA.383,383,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001807,1.9,2009-02-04T13:00:00Z,Tab,Tabular Coral (Live),Coral,5,100,5,POINT (167.96 -29.06)
M3_DATA.385,385,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001808,2,2009-02-04T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (167.96 -29.06)
M3_DATA.388,388,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001808,2,2009-02-04T13:00:00Z,Tab,Tabular Coral (Live),Coral,9,100,9,POINT (167.96 -29.06)
M3_DATA.395,395,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001808,2,2009-02-04T13:00:00Z,Mas,Massive corals (Live),Coral,1,100,1,POINT (167.96 -29.06)
M3_DATA.397,397,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001809,2.1,2009-02-04T13:00:00Z,Mas,Massive corals (Live),Coral,4,100,4,POINT (167.96 -29.06)
M3_DATA.406,406,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001809,2.1,2009-02-04T13:00:00Z,Bleach,Bleached coral,Coral,3,100,3,POINT (167.96 -29.06)
M3_DATA.407,407,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001809,2.1,2009-02-04T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,24,100,24,POINT (167.96 -29.06)
M3_DATA.408,408,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001809,2.1,2009-02-04T13:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (167.96 -29.06)
M3_DATA.410,410,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001810,2.5,2009-02-04T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,25,100,25,POINT (167.96 -29.06)
M3_DATA.411,411,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001810,2.5,2009-02-04T13:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (167.96 -29.06)
M3_DATA.417,417,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001810,2.5,2009-02-04T13:00:00Z,Soft,Soft corals and gorgonians,Coral,4,100,4,POINT (167.96 -29.06)
M3_DATA.422,422,NI10,Slaughterhouse Bay,-29.06,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001810,2.5,2009-02-04T13:00:00Z,Mas,Massive corals (Live),Coral,5,100,5,POINT (167.96 -29.06)
M3_DATA.425,425,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001824,7.5,2009-02-02T13:00:00Z,Mas,Massive corals (Live),Coral,2,100,2,POINT (167.92 -29.01)
M3_DATA.436,436,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001824,7.5,2009-02-02T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (167.92 -29.01)
M3_DATA.437,437,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001824,7.5,2009-02-02T13:00:00Z,Ecr,Encrusting corals,Coral,1,100,1,POINT (167.92 -29.01)
M3_DATA.438,438,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001824,7.5,2009-02-02T13:00:00Z,Tab,Tabular Coral (Live),Coral,2,100,2,POINT (167.92 -29.01)
M3_DATA.440,440,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001825,8,2009-02-02T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (167.92 -29.01)
M3_DATA.441,441,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001825,8,2009-02-02T13:00:00Z,Ecr,Encrusting corals,Coral,3,100,3,POINT (167.92 -29.01)
M3_DATA.449,449,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001817,11,2009-02-01T13:00:00Z,Tab,Tabular Coral (Live),Coral,13,100,13,POINT (167.92 -29)
M3_DATA.450,450,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001817,11,2009-02-01T13:00:00Z,Mas,Massive corals (Live),Coral,4,100,4,POINT (167.92 -29)
M3_DATA.459,459,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001817,11,2009-02-01T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (167.92 -29)
M3_DATA.461,461,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001817,11,2009-02-01T13:00:00Z,Ecr,Encrusting corals,Coral,16,100,16,POINT (167.92 -29)
M3_DATA.463,463,NI3,Kawa 2 Shark Gully,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001817,11,2009-02-01T13:00:00Z,Stony,Large-polyp stony corals,Coral,2,100,2,POINT (167.92 -29)
M3_DATA.465,465,NI4,Kawa 3 Mullins Bay,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001818,7,2009-02-01T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,2,100,2,POINT (167.92 -29)
M3_DATA.466,466,NI4,Kawa 3 Mullins Bay,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001818,7,2009-02-01T13:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (167.92 -29)
M3_DATA.484,484,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001826,8.5,2009-02-02T13:00:00Z,Ecr,Encrusting corals,Coral,6,100,6,POINT (167.92 -29.01)
M3_DATA.486,486,NI6,Anson Bay,-29.01,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001826,8.5,2009-02-02T13:00:00Z,Stony,Large-polyp stony corals,Coral,2,100,2,POINT (167.92 -29.01)
M3_DATA.487,487,NI7,Shark Point Phillip Island,-29.12,167.94,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001827,12,2009-02-03T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,6,100,6,POINT (167.94 -29.12)
M3_DATA.489,489,NI7,Shark Point Phillip Island,-29.12,167.94,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001827,12,2009-02-03T13:00:00Z,Stony,Large-polyp stony corals,Coral,2,100,2,POINT (167.94 -29.12)
M3_DATA.502,502,SYD49,Fairlight,-33.8,151.27,Australia,Manning-Hawkesbury,Temperate Australasia,2001245,3.6,2009-03-28T13:00:00Z,Ecr,Encrusting corals,Coral,24,521,4.6065,POINT (151.27 -33.8)
M3_DATA.514,514,SYD48,Fairlight Point,-33.8,151.28,Australia,Manning-Hawkesbury,Temperate Australasia,2001263,7.6,2009-03-28T13:00:00Z,Ecr,Encrusting corals,Coral,14,537,2.6071,POINT (151.28 -33.8)
M3_DATA.519,519,SYD39,The Blocks,-33.82,151.3,Australia,Manning-Hawkesbury,Temperate Australasia,2001286,11.1,2009-03-29T13:00:00Z,Tab,Tabular Coral (Live),Coral,2,505,0.396,POINT (151.3 -33.82)
M3_DATA.524,524,NI4,Kawa 3 Mullins Bay,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001818,7,2009-02-01T13:00:00Z,Tab,Tabular Coral (Live),Coral,6,100,6,POINT (167.92 -29)
M3_DATA.526,526,NI4,Kawa 3 Mullins Bay,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001818,7,2009-02-01T13:00:00Z,Mas,Massive corals (Live),Coral,2,100,2,POINT (167.92 -29)
M3_DATA.537,537,NI4,Kawa 3 Mullins Bay,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001819,7.5,2009-02-01T13:00:00Z,Ecr,Encrusting corals,Coral,13,100,13,POINT (167.92 -29)
M3_DATA.542,542,NI4,Kawa 3 Mullins Bay,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001819,7.5,2009-02-01T13:00:00Z,Tab,Tabular Coral (Live),Coral,2,100,2,POINT (167.92 -29)
M3_DATA.548,548,NI4,Kawa 3 Mullins Bay,-29,167.92,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001819,7.5,2009-02-01T13:00:00Z,Mas,Massive corals (Live),Coral,2,100,2,POINT (167.92 -29)
M3_DATA.550,550,NI7,Shark Point Phillip Island,-29.12,167.94,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001827,12,2009-02-03T13:00:00Z,Ecr,Encrusting corals,Coral,26,100,26,POINT (167.94 -29.12)
M3_DATA.552,552,NI7,Shark Point Phillip Island,-29.12,167.94,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001827,12,2009-02-03T13:00:00Z,Soft,Soft corals and gorgonians,Coral,1,100,1,POINT (167.94 -29.12)
M3_DATA.553,553,NI7,Shark Point Phillip Island,-29.12,167.94,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001827,12,2009-02-03T13:00:00Z,Tab,Tabular Coral (Live),Coral,29,100,29,POINT (167.94 -29.12)
M3_DATA.554,554,NI7,Shark Point Phillip Island,-29.12,167.94,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001827,12,2009-02-03T13:00:00Z,Mas,Massive corals (Live),Coral,6,100,6,POINT (167.94 -29.12)
M3_DATA.584,584,SI7,South Boulder Wall,-30.2,153.27,Australia,Tweed-Moreton,Temperate Australasia,2001288,12,2009-08-22T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,100,5,POINT (153.27 -30.2)
M3_DATA.591,591,QLD49,Loomis Reef,-14.68,145.47,Australia,Torres Strait Northern Great Barrier Reef,Central Indo-Pacific,4000737,2,2010-07-01T14:00:00Z,BrAc,Branching Acropora,Coral,12,100,12,POINT (145.47 -14.68)
M3_DATA.593,593,SYD40,Middle Head North East,-33.82,151.27,Australia,Manning-Hawkesbury,Temperate Australasia,2001797,9,2009-12-10T13:00:00Z,Soft,Soft corals and gorgonians,Coral,1,544,0.1838,POINT (151.27 -33.82)
M3_DATA.596,596,SYD40,Middle Head North East,-33.82,151.27,Australia,Manning-Hawkesbury,Temperate Australasia,2001797,9,2009-12-10T13:00:00Z,Ecr,Encrusting corals,Coral,25,544,4.5956,POINT (151.27 -33.82)
M3_DATA.609,609,NI1,The Crack Nepean Island,-29.07,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001804,11,2009-01-31T13:00:00Z,Mas,Massive corals (Live),Coral,4,100,4,POINT (167.96 -29.07)
M3_DATA.612,612,NI1,The Crack Nepean Island,-29.07,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001804,11,2009-01-31T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,4,100,4,POINT (167.96 -29.07)
M3_DATA.614,614,NI1,The Crack Nepean Island,-29.07,167.96,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,2001804,11,2009-01-31T13:00:00Z,Ecr,Encrusting corals,Coral,8,100,8,POINT (167.96 -29.07)
