FID,Key,SiteCode,Site,SiteLat,SiteLong,Country,Ecoregion,Realm,SurveyID,Depth,SurveyDate,Category,CategoryDescription,MajorCategory,NumPoints,TotalPoints,PercentCover,geom
M3_DATA.13114,13114,PAC12,"Big Passage north mooring, Palmerston",-18.05,-163.19,Cook Islands,Southern Cook/Austral Islands,Eastern Indo-Pacific,912341114,9,2012-08-03T14:00:00Z,Tab,Tabular Coral (Live),Coral,3,100,3,POINT (-163.19 -18.05)
M3_DATA.13117,13117,PAC12,"Big Passage north mooring, Palmerston",-18.05,-163.19,Cook Islands,Southern Cook/Austral Islands,Eastern Indo-Pacific,912341114,9,2012-08-03T14:00:00Z,Ecr,Encrusting corals,Coral,24,100,24,POINT (-163.19 -18.05)
M3_DATA.13118,13118,PAC13,North Palmerston,-18,-163.17,Cook Islands,Southern Cook/Austral Islands,Eastern Indo-Pacific,912341116,8,2012-08-05T14:00:00Z,Ecr,Encrusting corals,Coral,22,105,20.9524,POINT (-163.17 -18)
M3_DATA.13119,13119,NIUE5,Limu Pool  Namukulu,-18.98,-169.9,Niue,Tonga Islands,Central Indo-Pacific,683003934,1.5,2011-09-13T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,3,100,3,POINT (-169.9 -18.98)
M3_DATA.13122,13122,NIUE5,Limu Pool  Namukulu,-18.98,-169.9,Niue,Tonga Islands,Central Indo-Pacific,683003934,1.5,2011-09-13T14:00:00Z,Ecr,Encrusting corals,Coral,13,100,13,POINT (-169.9 -18.98)
M3_DATA.13123,13123,NIUE5,Limu Pool  Namukulu,-18.98,-169.9,Niue,Tonga Islands,Central Indo-Pacific,683003934,1.5,2011-09-13T14:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (-169.9 -18.98)
M3_DATA.13126,13126,MI7,Baie Haahopu,-8.83,-140.25,French Polynesia,Marquesas,Eastern Indo-Pacific,689003039,4.2,2009-06-07T14:00:00Z,Ecr,Encrusting corals,Coral,2,100,2,POINT (-140.25 -8.83)
M3_DATA.13130,13130,MI7,Baie Haahopu,-8.83,-140.25,French Polynesia,Marquesas,Eastern Indo-Pacific,689003039,4.2,2009-06-07T14:00:00Z,Mas,Massive corals (Live),Coral,3,100,3,POINT (-140.25 -8.83)
M3_DATA.13132,13132,CAM6,Condor Reef 1,10.73,102.87,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003143,5,2009-05-18T14:00:00Z,Mas,Massive corals (Live),Coral,4,105,3.8095,POINT (102.87 10.73)
M3_DATA.13133,13133,CAM6,Condor Reef 1,10.73,102.87,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003143,5,2009-05-18T14:00:00Z,Tab,Tabular Coral (Live),Coral,6,105,5.7143,POINT (102.87 10.73)
M3_DATA.13137,13137,CAM6,Condor Reef 1,10.73,102.87,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003143,5,2009-05-18T14:00:00Z,Ecr,Encrusting corals,Coral,2,105,1.9048,POINT (102.87 10.73)
M3_DATA.13144,13144,CAM7,Back Door,10.62,103.29,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003144,5,2009-05-25T14:00:00Z,Ecr,Encrusting corals,Coral,12,114,10.5263,POINT (103.29 10.62)
M3_DATA.13151,13151,PAC68,South Minerva Reef bommie,-23.94,-179.12,Tonga,Fiji Islands,Central Indo-Pacific,912341221,14,2012-09-19T14:00:00Z,Mas,Massive corals (Live),Coral,18,104,17.3077,POINT (-179.12 -23.94)
M3_DATA.13173,13173,PAC13,North Palmerston,-18,-163.17,Cook Islands,Southern Cook/Austral Islands,Eastern Indo-Pacific,912341116,8,2012-08-05T14:00:00Z,Tab,Tabular Coral (Live),Coral,7,105,6.6667,POINT (-163.17 -18)
M3_DATA.13174,13174,PAC13,North Palmerston,-18,-163.17,Cook Islands,Southern Cook/Austral Islands,Eastern Indo-Pacific,912341116,8,2012-08-05T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,5,105,4.7619,POINT (-163.17 -18)
M3_DATA.13175,13175,PAC13,North Palmerston,-18,-163.17,Cook Islands,Southern Cook/Austral Islands,Eastern Indo-Pacific,912341116,8,2012-08-05T14:00:00Z,BrAc,Branching Acropora,Coral,8,105,7.619,POINT (-163.17 -18)
M3_DATA.13176,13176,PAC13,North Palmerston,-18,-163.17,Cook Islands,Southern Cook/Austral Islands,Eastern Indo-Pacific,912341116,8,2012-08-05T14:00:00Z,Mas,Massive corals (Live),Coral,4,105,3.8095,POINT (-163.17 -18)
M3_DATA.13178,13178,PAC17,Suwarrow SE Reef,-13.25,-163.1,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,912341123,5,2012-08-07T14:00:00Z,Mas,Massive corals (Live),Coral,7,105,6.6667,POINT (-163.1 -13.25)
M3_DATA.13197,13197,CAM7,Back Door,10.62,103.29,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003144,5,2009-05-25T14:00:00Z,Tab,Tabular Coral (Live),Coral,6,114,5.2632,POINT (103.29 10.62)
M3_DATA.13201,13201,CAM7,Back Door,10.62,103.29,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003144,5,2009-05-25T14:00:00Z,Mas,Massive corals (Live),Coral,8,114,7.0175,POINT (103.29 10.62)
M3_DATA.13202,13202,CAM7,Back Door,10.62,103.29,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003144,5,2009-05-25T14:00:00Z,Aherm,Ahermatypic corals,Coral,2,114,1.7544,POINT (103.29 10.62)
M3_DATA.13207,13207,CAM8,Last Tree,10.62,103.3,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003145,5,2009-05-25T14:00:00Z,Mas,Massive corals (Live),Coral,53,108,49.0741,POINT (103.3 10.62)
M3_DATA.13208,13208,CAM8,Last Tree,10.62,103.3,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003145,5,2009-05-25T14:00:00Z,Tab,Tabular Coral (Live),Coral,1,108,0.9259,POINT (103.3 10.62)
M3_DATA.13210,13210,CAM8,Last Tree,10.62,103.3,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003145,5,2009-05-25T14:00:00Z,Ecr,Encrusting corals,Coral,2,108,1.8519,POINT (103.3 10.62)
M3_DATA.13214,13214,CAM9,House Reef 2,10.62,103.3,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003146,1,2009-05-26T14:00:00Z,Stony,Large-polyp stony corals,Coral,1,110,0.9091,POINT (103.3 10.62)
M3_DATA.13217,13217,CAM9,House Reef 2,10.62,103.3,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003146,1,2009-05-26T14:00:00Z,Ecr,Encrusting corals,Coral,16,110,14.5455,POINT (103.3 10.62)
M3_DATA.13219,13219,CAM9,House Reef 2,10.62,103.3,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003146,1,2009-05-26T14:00:00Z,Tab,Tabular Coral (Live),Coral,2,110,1.8182,POINT (103.3 10.62)
M3_DATA.13222,13222,CAM9,House Reef 2,10.62,103.3,Cambodia,Gulf of Thailand,Central Indo-Pacific,855003146,1,2009-05-26T14:00:00Z,Mas,Massive corals (Live),Coral,30,110,27.2727,POINT (103.3 10.62)
M3_DATA.13254,13254,PAC21,Perfect Reef,-13.31,-163.13,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,912341132,15,2012-08-08T14:00:00Z,Bleach,Bleached coral,Coral,1,120,0.8333,POINT (-163.13 -13.31)
M3_DATA.13255,13255,PAC22,Brushwood Is,-13.23,-163.13,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,912341134,15,2012-08-09T14:00:00Z,Bleach,Bleached coral,Coral,3,112,2.6786,POINT (-163.13 -13.23)
M3_DATA.13256,13256,PAC22,Brushwood Is,-13.23,-163.13,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,912341134,15,2012-08-09T14:00:00Z,Mas,Massive corals (Live),Coral,1,112,0.8929,POINT (-163.13 -13.23)
M3_DATA.13261,13261,PAC22,Brushwood Is,-13.23,-163.13,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,912341134,15,2012-08-09T14:00:00Z,Ecr,Encrusting corals,Coral,2,112,1.7857,POINT (-163.13 -13.23)
M3_DATA.13271,13271,PAC25,Turtle Island offshore,-13.21,-163.13,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,912341139,6,2012-08-10T14:00:00Z,Ecr,Encrusting corals,Coral,11,115,9.5652,POINT (-163.13 -13.21)
M3_DATA.13275,13275,PAC25,Turtle Island offshore,-13.21,-163.13,Cook Islands,Phoenix/Tokelau/Northern Cook Islands,Eastern Indo-Pacific,912341139,6,2012-08-10T14:00:00Z,Pocil,Pocillopora,Coral,5,115,4.3478,POINT (-163.13 -13.21)
M3_DATA.13308,13308,LHI20,Sugarloaf West,-31.5,159.07,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,912340478,5,2012-02-22T13:00:00Z,Mas,Massive corals (Live),Coral,6,100,6,POINT (159.07 -31.5)
M3_DATA.13309,13309,LHI20,Sugarloaf West,-31.5,159.07,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,912340478,5,2012-02-22T13:00:00Z,Ecr,Encrusting corals,Coral,5,100,5,POINT (159.07 -31.5)
M3_DATA.13316,13316,LHI2,North Bommie 2,-31.52,159.04,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,912340492,4,2012-02-23T13:00:00Z,Ecr,Encrusting corals,Coral,13,100,13,POINT (159.04 -31.52)
M3_DATA.13317,13317,LHI2,North Bommie 2,-31.52,159.04,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,912340492,4,2012-02-23T13:00:00Z,Mas,Massive corals (Live),Coral,27,100,27,POINT (159.04 -31.52)
M3_DATA.13321,13321,LHI2,North Bommie 2,-31.52,159.04,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,912340492,4,2012-02-23T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,1,100,1,POINT (159.04 -31.52)
M3_DATA.13328,13328,LHI28,Old Gulch N,-31.51,159.04,Australia,Lord Howe and Norfolk Islands,Central Indo-Pacific,912340494,6,2012-02-23T13:00:00Z,Ecr,Encrusting corals,Coral,24,100,24,POINT (159.04 -31.51)
M3_DATA.13344,13344,HUINAY3,Lilihuapi Wall,-42.16,-72.6,Chile,Chiloense,Temperate South America,912341904,8.5,2012-04-21T14:00:00Z,Aherm,Ahermatypic corals,Coral,3,100,3,POINT (-72.6 -42.16)
M3_DATA.13345,13345,HUINAY3,Lilihuapi Wall,-42.16,-72.6,Chile,Chiloense,Temperate South America,912341905,12,2012-04-21T14:00:00Z,Aherm,Ahermatypic corals,Coral,1,106,0.9434,POINT (-72.6 -42.16)
M3_DATA.13379,13379,ETP76,Almohada N,7.82,-81.77,Panama,Nicoya,Tropical Eastern Pacific,507003538,14,2007-03-20T13:00:00Z,Mas,Massive corals (Live),Coral,,,0.1235,POINT (-81.77 7.82)
M3_DATA.13384,13384,ETP76,Almohada N,7.82,-81.77,Panama,Nicoya,Tropical Eastern Pacific,507003538,14,2007-03-20T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,0.8642,POINT (-81.77 7.82)
M3_DATA.13386,13386,ETP76,Almohada N,7.82,-81.77,Panama,Nicoya,Tropical Eastern Pacific,507003538,14,2007-03-20T13:00:00Z,Ecr,Encrusting corals,Coral,,,0.2469,POINT (-81.77 7.82)
M3_DATA.13388,13388,ETP76,Almohada N,7.82,-81.77,Panama,Nicoya,Tropical Eastern Pacific,507003538,14,2007-03-20T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,1.1111,POINT (-81.77 7.82)
M3_DATA.13389,13389,ETP63,Seca North,7.96,-82.06,Panama,Nicoya,Tropical Eastern Pacific,507003543,6,2007-03-21T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,0.2469,POINT (-82.06 7.96)
M3_DATA.13392,13392,ETP63,Seca North,7.96,-82.06,Panama,Nicoya,Tropical Eastern Pacific,507003543,6,2007-03-21T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,0.1235,POINT (-82.06 7.96)
M3_DATA.13397,13397,ETP63,Seca North,7.96,-82.06,Panama,Nicoya,Tropical Eastern Pacific,507003543,6,2007-03-21T13:00:00Z,Ecr,Encrusting corals,Coral,,,33.7037,POINT (-82.06 7.96)
M3_DATA.13400,13400,ETP63,Seca North,7.96,-82.06,Panama,Nicoya,Tropical Eastern Pacific,507003543,6,2007-03-21T13:00:00Z,Pocil,Pocillopora,Coral,,,11.358,POINT (-82.06 7.96)
M3_DATA.13403,13403,ETP66,Secas O,7.98,-82.02,Panama,Nicoya,Tropical Eastern Pacific,507003545,6,2007-03-21T13:00:00Z,Ecr,Encrusting corals,Coral,,,22.3457,POINT (-82.02 7.98)
M3_DATA.13406,13406,ETP66,Secas O,7.98,-82.02,Panama,Nicoya,Tropical Eastern Pacific,507003545,6,2007-03-21T13:00:00Z,Mas,Massive corals (Live),Coral,,,3.5802,POINT (-82.02 7.98)
M3_DATA.13413,13413,ETP71,Isla Pajaros,7.87,-81.78,Panama,Nicoya,Tropical Eastern Pacific,507003561,6,2007-03-21T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,,,0.6173,POINT (-81.78 7.87)
M3_DATA.13419,13419,ETP71,Isla Pajaros,7.87,-81.78,Panama,Nicoya,Tropical Eastern Pacific,507003561,6,2007-03-21T13:00:00Z,Ecr,Encrusting corals,Coral,,,1.8519,POINT (-81.78 7.87)
M3_DATA.13423,13423,ETP71,Isla Pajaros,7.87,-81.78,Panama,Nicoya,Tropical Eastern Pacific,507003561,6,2007-03-21T13:00:00Z,Pocil,Pocillopora,Coral,,,32.4691,POINT (-81.78 7.87)
M3_DATA.13426,13426,ETP65,Islote Cavada NE,8,-82.03,Panama,Nicoya,Tropical Eastern Pacific,507003563,8,2007-03-22T13:00:00Z,Pocil,Pocillopora,Coral,,,10.9877,POINT (-82.03 8)
M3_DATA.13431,13431,ETP65,Islote Cavada NE,8,-82.03,Panama,Nicoya,Tropical Eastern Pacific,507003563,8,2007-03-22T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,,,0.7407,POINT (-82.03 8)
M3_DATA.13437,13437,ETP68,Roca Bruja,7.99,-81.98,Panama,Nicoya,Tropical Eastern Pacific,507003568,15,2007-03-22T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,4.9383,POINT (-81.98 7.99)
M3_DATA.13443,13443,ETP68,Roca Bruja,7.99,-81.98,Panama,Nicoya,Tropical Eastern Pacific,507003568,15,2007-03-22T13:00:00Z,Pocil,Pocillopora,Coral,,,0.2469,POINT (-81.98 7.99)
M3_DATA.13447,13447,ETP82,Punta Iglesia,7.63,-81.69,Panama,Nicoya,Tropical Eastern Pacific,507003570,6,2007-03-23T13:00:00Z,Pocil,Pocillopora,Coral,,,0.7407,POINT (-81.69 7.63)
M3_DATA.13449,13449,ETP82,Punta Iglesia,7.63,-81.69,Panama,Nicoya,Tropical Eastern Pacific,507003570,6,2007-03-23T13:00:00Z,Ecr,Encrusting corals,Coral,,,0.6173,POINT (-81.69 7.63)
M3_DATA.13453,13453,ETP82,Punta Iglesia,7.63,-81.69,Panama,Nicoya,Tropical Eastern Pacific,507003570,6,2007-03-23T13:00:00Z,Mas,Massive corals (Live),Coral,,,0.2469,POINT (-81.69 7.63)
M3_DATA.13460,13460,ETP82,Punta Iglesia,7.63,-81.69,Panama,Nicoya,Tropical Eastern Pacific,507003570,6,2007-03-23T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,,,0.6173,POINT (-81.69 7.63)
M3_DATA.13461,13461,ETP82,Punta Iglesia,7.63,-81.69,Panama,Nicoya,Tropical Eastern Pacific,507003570,6,2007-03-23T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,0.1235,POINT (-81.69 7.63)
M3_DATA.13462,13462,ETP94,Logan Rock,7.33,-81.72,Panama,Nicoya,Tropical Eastern Pacific,507003572,6,2007-03-23T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,0.2469,POINT (-81.72 7.33)
M3_DATA.13464,13464,ETP94,Logan Rock,7.33,-81.72,Panama,Nicoya,Tropical Eastern Pacific,507003572,6,2007-03-23T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,2.2222,POINT (-81.72 7.33)
M3_DATA.13468,13468,ETP94,Logan Rock,7.33,-81.72,Panama,Nicoya,Tropical Eastern Pacific,507003572,6,2007-03-23T13:00:00Z,Ecr,Encrusting corals,Coral,,,15.9259,POINT (-81.72 7.33)
M3_DATA.13470,13470,ETP94,Logan Rock,7.33,-81.72,Panama,Nicoya,Tropical Eastern Pacific,507003572,6,2007-03-23T13:00:00Z,Pocil,Pocillopora,Coral,,,9.6296,POINT (-81.72 7.33)
M3_DATA.13475,13475,ETP169,Hill Rocks,7.29,-81.67,Panama,Nicoya,Tropical Eastern Pacific,507003577,12,2007-03-23T13:00:00Z,Mas,Massive corals (Live),Coral,,,0.8642,POINT (-81.67 7.29)
M3_DATA.13477,13477,ETP169,Hill Rocks,7.29,-81.67,Panama,Nicoya,Tropical Eastern Pacific,507003577,12,2007-03-23T13:00:00Z,Ecr,Encrusting corals,Coral,,,15.0617,POINT (-81.67 7.29)
M3_DATA.13481,13481,ETP169,Hill Rocks,7.29,-81.67,Panama,Nicoya,Tropical Eastern Pacific,507003577,12,2007-03-23T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,1.4815,POINT (-81.67 7.29)
M3_DATA.13485,13485,ETP169,Hill Rocks,7.29,-81.67,Panama,Nicoya,Tropical Eastern Pacific,507003577,12,2007-03-23T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,3.2099,POINT (-81.67 7.29)
M3_DATA.13487,13487,ETP89,Jicarón Noroeste,7.3,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003579,13,2007-03-23T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,4.5679,POINT (-81.82 7.3)
M3_DATA.13490,13490,ETP89,Jicarón Noroeste,7.3,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003579,13,2007-03-23T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,5.5556,POINT (-81.82 7.3)
M3_DATA.13494,13494,ETP89,Jicarón Noroeste,7.3,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003579,13,2007-03-23T13:00:00Z,Ecr,Encrusting corals,Coral,,,4.5679,POINT (-81.82 7.3)
M3_DATA.13497,13497,ETP89,Jicarón Noroeste,7.3,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003579,13,2007-03-23T13:00:00Z,Mas,Massive corals (Live),Coral,,,7.037,POINT (-81.82 7.3)
M3_DATA.13499,13499,ETP89,Jicarón Noroeste,7.3,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003579,13,2007-03-23T13:00:00Z,Pocil,Pocillopora,Coral,,,5.9259,POINT (-81.82 7.3)
M3_DATA.13505,13505,ETP93,Jicarita Sur,7.2,-81.8,Panama,Nicoya,Tropical Eastern Pacific,507003586,6,2007-03-24T13:00:00Z,Ecr,Encrusting corals,Coral,,,15.775,POINT (-81.8 7.2)
M3_DATA.13508,13508,ETP93,Jicarita Sur,7.2,-81.8,Panama,Nicoya,Tropical Eastern Pacific,507003586,6,2007-03-24T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,2.1948,POINT (-81.8 7.2)
M3_DATA.13512,13512,ETP90,Jicaron Este,7.27,-81.78,Panama,Nicoya,Tropical Eastern Pacific,507003588,7,2007-03-24T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,0.4938,POINT (-81.78 7.27)
M3_DATA.13516,13516,ETP90,Jicaron Este,7.27,-81.78,Panama,Nicoya,Tropical Eastern Pacific,507003588,7,2007-03-24T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,3.9506,POINT (-81.78 7.27)
M3_DATA.13517,13517,ETP90,Jicaron Este,7.27,-81.78,Panama,Nicoya,Tropical Eastern Pacific,507003588,7,2007-03-24T13:00:00Z,Ecr,Encrusting corals,Coral,,,1.8519,POINT (-81.78 7.27)
M3_DATA.13522,13522,ETP90,Jicaron Este,7.27,-81.78,Panama,Nicoya,Tropical Eastern Pacific,507003588,7,2007-03-24T13:00:00Z,Mas,Massive corals (Live),Coral,,,0.4938,POINT (-81.78 7.27)
M3_DATA.13525,13525,ETP93,Jicarita Sur,7.2,-81.8,Panama,Nicoya,Tropical Eastern Pacific,507003593,15,2007-03-24T13:00:00Z,Mas,Massive corals (Live),Coral,,,4.321,POINT (-81.8 7.2)
M3_DATA.13530,13530,ETP93,Jicarita Sur,7.2,-81.8,Panama,Nicoya,Tropical Eastern Pacific,507003593,15,2007-03-24T13:00:00Z,Ecr,Encrusting corals,Coral,,,0.6173,POINT (-81.8 7.2)
M3_DATA.13531,13531,ETP93,Jicarita Sur,7.2,-81.8,Panama,Nicoya,Tropical Eastern Pacific,507003593,15,2007-03-24T13:00:00Z,Aherm,Ahermatypic corals,Coral,,,6.7901,POINT (-81.8 7.2)
M3_DATA.13536,13536,ETP93,Jicarita Sur,7.2,-81.8,Panama,Nicoya,Tropical Eastern Pacific,507003593,15,2007-03-24T13:00:00Z,Soft,Soft corals and gorgonians,Coral,,,5.0617,POINT (-81.8 7.2)
M3_DATA.13538,13538,ETP93,Jicarita Sur,7.2,-81.8,Panama,Nicoya,Tropical Eastern Pacific,507003593,15,2007-03-24T13:00:00Z,Bra,Other branching/erect corals (Live),Coral,,,2.0988,POINT (-81.8 7.2)
M3_DATA.13541,13541,ETP223,Punta Piedra Hueca,7.41,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003595,7,2007-03-25T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,5.9259,POINT (-81.82 7.41)
M3_DATA.13551,13551,ETP223,Punta Piedra Hueca,7.41,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003595,7,2007-03-25T14:00:00Z,Mas,Massive corals (Live),Coral,,,1.8519,POINT (-81.82 7.41)
M3_DATA.13554,13554,ETP177,Jicaron Oeste,7.26,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003597,8,2007-03-25T14:00:00Z,Mas,Massive corals (Live),Coral,,,9.2593,POINT (-81.82 7.26)
M3_DATA.13556,13556,ETP177,Jicaron Oeste,7.26,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003597,8,2007-03-25T14:00:00Z,Pocil,Pocillopora,Coral,,,0.8642,POINT (-81.82 7.26)
M3_DATA.13559,13559,ETP177,Jicaron Oeste,7.26,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003597,8,2007-03-25T14:00:00Z,Ecr,Encrusting corals,Coral,,,7.037,POINT (-81.82 7.26)
M3_DATA.13564,13564,ETP177,Jicaron Oeste,7.26,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003597,8,2007-03-25T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,6.4198,POINT (-81.82 7.26)
M3_DATA.13566,13566,ETP177,Jicaron Oeste,7.26,-81.82,Panama,Nicoya,Tropical Eastern Pacific,507003597,8,2007-03-25T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,,,0.4938,POINT (-81.82 7.26)
M3_DATA.13568,13568,ETP141,Bajo Telesto,7.52,-81.9,Panama,Nicoya,Tropical Eastern Pacific,507003602,16,2007-03-25T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,20.4938,POINT (-81.9 7.52)
M3_DATA.13572,13572,ETP141,Bajo Telesto,7.52,-81.9,Panama,Nicoya,Tropical Eastern Pacific,507003602,16,2007-03-25T14:00:00Z,Aherm,Ahermatypic corals,Coral,,,2.963,POINT (-81.9 7.52)
M3_DATA.13580,13580,ETP92,La Cathedral  Jicarita,7.23,-81.83,Panama,Nicoya,Tropical Eastern Pacific,507003604,16,2007-03-25T14:00:00Z,Pocil,Pocillopora,Coral,,,6.4198,POINT (-81.83 7.23)
M3_DATA.13583,13583,ETP92,La Cathedral  Jicarita,7.23,-81.83,Panama,Nicoya,Tropical Eastern Pacific,507003604,16,2007-03-25T14:00:00Z,Aherm,Ahermatypic corals,Coral,,,3.4568,POINT (-81.83 7.23)
M3_DATA.13586,13586,ETP92,La Cathedral  Jicarita,7.23,-81.83,Panama,Nicoya,Tropical Eastern Pacific,507003604,16,2007-03-25T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,9.3827,POINT (-81.83 7.23)
M3_DATA.13591,13591,ETP212,Punta Hermosa Norte,7.54,-81.86,Panama,Nicoya,Tropical Eastern Pacific,507003611,11,2007-03-26T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,,,0.3704,POINT (-81.86 7.54)
M3_DATA.13593,13593,ETP212,Punta Hermosa Norte,7.54,-81.86,Panama,Nicoya,Tropical Eastern Pacific,507003611,11,2007-03-26T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,5.3086,POINT (-81.86 7.54)
M3_DATA.13595,13595,ETP212,Punta Hermosa Norte,7.54,-81.86,Panama,Nicoya,Tropical Eastern Pacific,507003611,11,2007-03-26T14:00:00Z,Aherm,Ahermatypic corals,Coral,,,1.7284,POINT (-81.86 7.54)
M3_DATA.13599,13599,ETP212,Punta Hermosa Norte,7.54,-81.86,Panama,Nicoya,Tropical Eastern Pacific,507003611,11,2007-03-26T14:00:00Z,Ecr,Encrusting corals,Coral,,,0.7407,POINT (-81.86 7.54)
M3_DATA.13602,13602,ETP212,Punta Hermosa Norte,7.54,-81.86,Panama,Nicoya,Tropical Eastern Pacific,507003611,11,2007-03-26T14:00:00Z,Mas,Massive corals (Live),Coral,,,2.2222,POINT (-81.86 7.54)
M3_DATA.13606,13606,ETP200,Punta Adelarda,7.49,-81.89,Panama,Nicoya,Tropical Eastern Pacific,507003613,15,2007-03-26T14:00:00Z,Mas,Massive corals (Live),Coral,,,2.0988,POINT (-81.89 7.49)
M3_DATA.13612,13612,ETP200,Punta Adelarda,7.49,-81.89,Panama,Nicoya,Tropical Eastern Pacific,507003613,15,2007-03-26T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,4.321,POINT (-81.89 7.49)
M3_DATA.13617,13617,ETP211,Punta Felipa,7.42,-81.7,Panama,Nicoya,Tropical Eastern Pacific,507003618,4,2007-03-27T14:00:00Z,Bra,Other branching/erect corals (Live),Coral,,,0.2469,POINT (-81.7 7.42)
M3_DATA.13622,13622,ETP211,Punta Felipa,7.42,-81.7,Panama,Nicoya,Tropical Eastern Pacific,507003618,4,2007-03-27T14:00:00Z,Ecr,Encrusting corals,Coral,,,11.358,POINT (-81.7 7.42)
M3_DATA.13623,13623,ETP211,Punta Felipa,7.42,-81.7,Panama,Nicoya,Tropical Eastern Pacific,507003618,4,2007-03-27T14:00:00Z,Pocil,Pocillopora,Coral,,,1.1111,POINT (-81.7 7.42)
M3_DATA.13626,13626,ETP84,Punta Baltazar Oeste,7.65,-81.76,Panama,Nicoya,Tropical Eastern Pacific,507003620,6,2007-03-27T14:00:00Z,Pocil,Pocillopora,Coral,,,4.4444,POINT (-81.76 7.65)
M3_DATA.13627,13627,ETP84,Punta Baltazar Oeste,7.65,-81.76,Panama,Nicoya,Tropical Eastern Pacific,507003620,6,2007-03-27T14:00:00Z,Mas,Massive corals (Live),Coral,,,10.1235,POINT (-81.76 7.65)
M3_DATA.13634,13634,ETP84,Punta Baltazar Oeste,7.65,-81.76,Panama,Nicoya,Tropical Eastern Pacific,507003622,10,2007-03-27T14:00:00Z,Soft,Soft corals and gorgonians,Coral,,,0.2469,POINT (-81.76 7.65)
